"Course Code","Course Name","Section","Faculty","Schedule","Room"
"IPE 3401","Industrial and Operational Management","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 631","631"
"IPE 3401","Industrial and Operational Management","F","Partha Pratim Das Roy","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 605","605"
"IPE 3401","Industrial and Operational Management","G","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 602","602"
"IPE 3401","Industrial and Operational Management","H","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 325","325"
"IPE 3401","Industrial and Operational Management","I","Partha Pratim Das Roy","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 604","604"
"IPE 3401","Industrial and Operational Management","J","Torun Haldar","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 604","604"
"IPE 3401","Industrial and Operational Management","K","Torun Haldar","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 602","602"
"IPE 3401","Industrial and Operational Management","L","Partha Pratim Das Roy","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 630","630"
"IPE 3401","Industrial and Operational Management","M","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 605","605"
"ENG 1011","English I","AA","Dil Nusrat","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 631","631"
"ENG 1011","English I","AB","Ahmed Abdullah Bin Farooqi Rayhan","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 631","631"
"ENG 1011","English I","AC","Ahmed Abdullah Bin Farooqi Rayhan","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 604","604"
"ENG 1011","English I","AD","Ismat Zarin","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 604","604"
"ENG 1011","English I","AE","Christina Miti Rozario","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 601","601"
"ENG 1011","English I","AF","Md. Mujib Ullah","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 632","632"
"ENG 1011","English I","AG","Md. Mujib Ullah","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 632","632"
"ENG 1011","English I","AH","Dil Nusrat","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 605","605"
"ENG 1011","English I","AJ","Chowdhury Omar Sharif","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 603","603"
"ENG 1011","English I","AK","Sajjad Hossain","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 432","432"
"ENG 1011","English I","AL","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 432","432"
"ENG 1011","English I","AM","Ahmed Abdullah Bin Farooqi Rayhan","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 603","603"
"ENG 1011","English I","AN","Sajjad Hossain","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 601","601"
"ENG 1011","English I","AO","Sajjad Hossain","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 431","431"
"ENG 1011","English I","AP","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 604","604"
"ENG 1011","English I","AQ","Muhammad Saiful Islam","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 601","601"
"ENG 1011","English I","AT","Md. Maruf Jihan Shoyeb","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 605","605"
"ENG 1011","English I","AU","Muntasir Ahmad","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 602","602"
"ENG 1011","English I","AW","Sadia Islam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 630","630"
"ENG 1011","English I","AX","Ismat Zarin","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 602","602"
"ENG 1011","English I","AI","Sajjad Hossain","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 605","605"
"ENG 1011","English I","AR","Muhammad Saiful Islam","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 601","601"
"ENG 1011","English I","AS","Khandoker Makjum Wahid","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 604","604"
"ENG 1013","English II","AA","Mir Md. Fazle Rabbi","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 631","631"
"ENG 1013","English II","AB","Saima Hasin","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 603","603"
"ENG 1013","English II","AC","Saima Hasin","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 701","701"
"ENG 1013","English II","AD","Saima Hasin","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 603","603"
"ENG 1013","English II","AE","Saima Hasin","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 602","602"
"ENG 1013","English II","AF","Sadia Islam","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 302","302"
"ENG 1013","English II","AG","Sadia Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 603","603"
"ENG 1013","English II","AH","Labib Rashid Inan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 601","601"
"BDS 1201","History of the Emergence of Bangladesh","AA","Mosharof Hossain","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AB","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AC","Mosharof Hossain","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AD","Mallika Datta","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AE","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AF","Taniah Mahmuda Tinni","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 304","304"
"BDS 1201","History of the Emergence of Bangladesh","AG","Naima Ansar Khan","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 304","304"
"BDS 1201","History of the Emergence of Bangladesh","AH","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 304","304"
"BDS 1201","History of the Emergence of Bangladesh","AJ","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AK","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 432","432"
"BDS 1201","History of the Emergence of Bangladesh","AL","Al Jamal Mustafa Shindaini","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AM","Nazmun Nahar Showmi","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AN","Al Jamal Mustafa Shindaini","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AO","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AP","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AQ","Taniah Mahmuda Tinni","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AT","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 305","305"
"BDS 1201","History of the Emergence of Bangladesh","AU","Taniah Mahmuda Tinni","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 305","305"
"BDS 1201","History of the Emergence of Bangladesh","AV","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 305","305"
"BDS 1201","History of the Emergence of Bangladesh","AW","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 305","305"
"BDS 1201","History of the Emergence of Bangladesh","AX","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 304","304"
"BDS 1201","History of the Emergence of Bangladesh","AI","Nazmul Huda","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 303","303"
"BDS 1201","History of the Emergence of Bangladesh","AR","Mallika Datta","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 304","304"
"BDS 1201","History of the Emergence of Bangladesh","AS","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 304","304"
"CSE 4000C","Final Year Design Project - III","Y","TBA","Schedule TBA","TBA"
"BIO 3107","Biology","BA","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 306","306"
"BIO 3107","Biology","BB","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 305","305"
"BIO 3107","Biology","BC","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 305","305"
